investor_id,total_sips,avg_gap_days,max_gap_days,total_sip_amount_inr,status
INV002735,7,68.2,136.0,88635,AT_RISK
INV001170,6,68.2,119.0,70673,AT_RISK
INV003978,8,68.1,209.0,45310,AT_RISK
INV001415,8,68.1,173.0,48063,AT_RISK
INV003352,8,68.1,279.0,113976,AT_RISK
INV000283,6,68.0,195.0,24362,AT_RISK
INV003598,8,68.0,114.0,28496,AT_RISK
INV004863,7,68.0,220.0,35988,AT_RISK
INV002746,8,68.0,206.0,48769,AT_RISK
INV000667,6,68.0,134.0,117715,AT_RISK
INV003724,7,68.0,169.0,80168,AT_RISK
INV003458,8,67.9,206.0,35913,AT_RISK
INV004175,8,67.9,133.0,89272,AT_RISK
INV000169,7,67.8,145.0,48708,AT_RISK
INV002218,6,67.8,181.0,78519,AT_RISK
INV004475,7,67.8,87.0,82023,AT_RISK
INV003518,6,67.8,157.0,38843,AT_RISK
INV002187,7,67.8,221.0,51698,AT_RISK
INV004340,6,67.8,252.0,48935,AT_RISK
INV004641,6,67.8,105.0,64235,AT_RISK
INV002153,7,67.8,194.0,28131,AT_RISK
INV004070,7,67.7,170.0,33039,AT_RISK
INV003205,7,67.7,111.0,50635,AT_RISK
INV001606,7,67.7,148.0,95656,AT_RISK
INV003741,7,67.7,159.0,55275,AT_RISK
INV003223,8,67.7,331.0,115743,AT_RISK
INV003795,7,67.7,122.0,58273,AT_RISK
INV003981,7,67.7,237.0,81844,AT_RISK
INV000725,7,67.7,92.0,89962,AT_RISK
INV003252,6,67.6,192.0,102990,AT_RISK
INV001645,6,67.6,202.0,48283,AT_RISK
INV004547,7,67.5,165.0,31048,AT_RISK
INV003230,7,67.5,251.0,59960,AT_RISK
INV003141,7,67.5,225.0,87927,AT_RISK
INV000949,7,67.5,135.0,49784,AT_RISK
INV001629,7,67.5,82.0,34149,AT_RISK
INV001181,8,67.4,163.0,91218,AT_RISK
INV003613,8,67.4,283.0,85140,AT_RISK
INV000833,8,67.3,182.0,88699,AT_RISK
INV002497,8,67.3,152.0,105613,AT_RISK
INV002277,7,67.3,127.0,58558,AT_RISK
INV000570,8,67.3,186.0,136242,AT_RISK
INV001163,7,67.3,255.0,33877,AT_RISK
INV004953,7,67.2,138.0,50981,AT_RISK
INV002557,7,67.2,264.0,32589,AT_RISK
INV002937,7,67.2,184.0,137371,AT_RISK
INV003916,6,67.2,114.0,84860,AT_RISK
INV004128,6,67.2,156.0,95704,AT_RISK
INV000236,8,67.1,112.0,112217,AT_RISK
INV001282,6,67.0,196.0,50374,AT_RISK
INV003506,7,67.0,132.0,27834,AT_RISK
INV003641,8,67.0,219.0,91123,AT_RISK
INV001987,7,67.0,241.0,101651,AT_RISK
INV001017,6,67.0,142.0,27846,AT_RISK
INV003000,7,67.0,137.0,54577,AT_RISK
INV001173,6,67.0,146.0,58382,AT_RISK
INV003113,8,66.9,159.0,115572,AT_RISK
INV003920,8,66.9,132.0,110581,AT_RISK
INV000146,6,66.8,171.0,88618,AT_RISK
INV001510,7,66.8,124.0,113185,AT_RISK
INV000578,7,66.8,164.0,91996,AT_RISK
INV000607,7,66.7,209.0,38693,AT_RISK
INV001275,7,66.7,140.0,51676,AT_RISK
INV004844,7,66.7,118.0,25433,AT_RISK
INV004203,8,66.6,113.0,70384,AT_RISK
INV001712,6,66.6,144.0,66274,AT_RISK
INV003117,8,66.6,115.0,74326,AT_RISK
INV000691,6,66.4,163.0,50363,AT_RISK
INV003557,6,66.4,156.0,49343,AT_RISK
INV002178,8,66.4,236.0,66309,AT_RISK
INV003083,6,66.4,169.0,38189,AT_RISK
INV000414,8,66.3,233.0,95455,AT_RISK
INV004926,8,66.3,133.0,93001,AT_RISK
INV001929,6,66.2,242.0,67484,AT_RISK
INV001047,7,66.2,142.0,52894,AT_RISK
INV001039,6,66.2,187.0,19840,AT_RISK
INV000415,7,66.2,128.0,42775,AT_RISK
INV004785,7,66.2,248.0,54819,AT_RISK
INV004145,6,66.2,144.0,27711,AT_RISK
INV000844,7,66.2,151.0,48647,AT_RISK
INV001694,8,66.1,144.0,146945,AT_RISK
INV000662,8,66.1,185.0,34238,AT_RISK
INV000645,6,66.0,127.0,26646,AT_RISK
INV000777,6,66.0,121.0,20946,AT_RISK
INV002602,8,66.0,151.0,95414,AT_RISK
INV001336,8,65.9,198.0,94852,AT_RISK
INV000079,6,65.8,90.0,42160,AT_RISK
INV004446,6,65.8,170.0,58236,AT_RISK
INV001711,7,65.8,189.0,26390,AT_RISK
INV002563,6,65.8,114.0,18179,AT_RISK
INV002241,7,65.7,124.0,40838,AT_RISK
INV003479,8,65.7,164.0,90730,AT_RISK
INV000887,7,65.7,268.0,115877,AT_RISK
INV001644,6,65.6,89.0,123765,AT_RISK
INV002711,8,65.6,230.0,73628,AT_RISK
INV003511,8,65.6,183.0,71560,AT_RISK
INV002632,8,65.6,180.0,70430,AT_RISK
INV003105,7,65.5,140.0,121433,AT_RISK
INV000177,8,65.4,278.0,51520,AT_RISK
INV004833,6,65.4,171.0,58795,AT_RISK
INV000869,6,65.4,100.0,29400,AT_RISK
INV000102,8,65.3,109.0,114074,AT_RISK
INV003766,8,65.3,192.0,94475,AT_RISK
INV000709,7,65.2,128.0,143724,AT_RISK
INV003185,6,65.2,116.0,78275,AT_RISK
INV000463,7,65.2,181.0,144163,AT_RISK
INV002159,6,65.0,104.0,57957,AT_RISK
INV002613,8,65.0,143.0,23849,AT_RISK
INV002585,6,65.0,124.0,46894,AT_RISK
INV002945,8,65.0,139.0,119666,AT_RISK
INV003089,6,65.0,107.0,72760,AT_RISK
INV002085,6,65.0,220.0,89035,AT_RISK
INV000101,8,65.0,197.0,112802,AT_RISK
INV002673,8,65.0,147.0,205287,AT_RISK
INV001587,7,65.0,144.0,72452,AT_RISK
INV004563,7,64.8,211.0,31702,AT_RISK
INV000010,6,64.8,139.0,32183,AT_RISK
INV003781,7,64.8,199.0,47391,AT_RISK
INV003300,6,64.8,219.0,92258,AT_RISK
INV003289,7,64.8,183.0,105165,AT_RISK
INV002803,7,64.8,176.0,32936,AT_RISK
INV000657,8,64.7,106.0,103388,AT_RISK
INV001008,7,64.7,191.0,63227,AT_RISK
INV001530,7,64.7,122.0,18100,AT_RISK
INV004631,8,64.7,109.0,69846,AT_RISK
INV001455,8,64.7,153.0,47113,AT_RISK
INV004332,8,64.7,149.0,22464,AT_RISK
INV004118,6,64.6,161.0,33694,AT_RISK
INV004629,8,64.6,175.0,146298,AT_RISK
INV002229,6,64.6,101.0,113731,AT_RISK
INV000591,7,64.5,112.0,15867,AT_RISK
INV002295,7,64.5,159.0,97348,AT_RISK
INV004646,7,64.5,158.0,73768,AT_RISK
INV004335,8,64.4,104.0,97637,AT_RISK
INV002510,7,64.3,176.0,83001,AT_RISK
INV002947,7,64.2,152.0,35512,AT_RISK
INV003011,7,64.2,154.0,49243,AT_RISK
INV002900,6,64.2,136.0,74395,AT_RISK
INV002779,6,64.2,151.0,120653,AT_RISK
INV003524,7,64.2,203.0,74739,AT_RISK
INV004299,8,64.1,175.0,79344,AT_RISK
INV000786,9,64.1,199.0,73859,AT_RISK
INV000734,8,64.0,180.0,108076,AT_RISK
INV002783,7,64.0,126.0,63570,AT_RISK
INV002675,8,63.9,138.0,104247,AT_RISK
INV000567,6,63.8,166.0,33277,AT_RISK
INV000994,6,63.8,167.0,55817,AT_RISK
INV004124,6,63.8,193.0,99942,AT_RISK
INV002211,7,63.8,109.0,75896,AT_RISK
INV004978,7,63.8,157.0,88463,AT_RISK
INV004911,7,63.7,97.0,86745,AT_RISK
INV003393,8,63.7,178.0,73545,AT_RISK
INV002143,8,63.6,148.0,73958,AT_RISK
INV001394,8,63.6,171.0,127115,AT_RISK
INV001778,8,63.6,283.0,54721,AT_RISK
INV002018,6,63.6,106.0,22792,AT_RISK
INV001865,7,63.5,145.0,37490,AT_RISK
INV002800,7,63.5,108.0,92767,AT_RISK
INV003279,9,63.4,147.0,155774,AT_RISK
INV002322,6,63.4,102.0,54669,AT_RISK
INV003370,7,63.3,206.0,82199,AT_RISK
INV000678,7,63.3,140.0,36623,AT_RISK
INV003787,9,63.2,178.0,87076,AT_RISK
INV002265,7,63.2,244.0,74670,AT_RISK
INV004967,6,63.2,112.0,35869,AT_RISK
INV004151,8,63.1,197.0,110790,AT_RISK
INV004172,8,63.0,196.0,93496,AT_RISK
INV004343,6,63.0,190.0,93065,AT_RISK
INV002453,7,63.0,87.0,76815,AT_RISK
INV001497,9,63.0,138.0,77902,AT_RISK
INV004576,6,63.0,132.0,20595,AT_RISK
INV000675,6,62.8,155.0,23160,AT_RISK
INV001837,7,62.8,157.0,75034,AT_RISK
INV003097,8,62.7,121.0,151274,AT_RISK
INV000289,8,62.7,142.0,81640,AT_RISK
INV000400,6,62.6,101.0,21256,AT_RISK
INV003169,6,62.6,178.0,31020,AT_RISK
INV002251,6,62.6,157.0,140754,AT_RISK
INV000205,8,62.6,193.0,72091,AT_RISK
INV001697,9,62.5,287.0,118132,AT_RISK
INV003905,7,62.5,103.0,70428,AT_RISK
INV004464,7,62.5,142.0,40228,AT_RISK
INV003357,6,62.4,100.0,56022,AT_RISK
INV000568,6,62.4,180.0,106953,AT_RISK
INV002111,8,62.4,123.0,84899,AT_RISK
INV003625,6,62.4,168.0,87326,AT_RISK
INV000646,7,62.3,138.0,76212,AT_RISK
INV000268,7,62.3,143.0,79605,AT_RISK
INV004009,8,62.3,87.0,107439,AT_RISK
INV002659,7,62.3,224.0,96575,AT_RISK
INV000874,9,62.1,149.0,38895,AT_RISK
INV001909,8,62.1,121.0,77716,AT_RISK
INV002196,8,62.1,115.0,123014,AT_RISK
INV004819,7,62.0,120.0,16931,AT_RISK
INV002570,7,62.0,150.0,26296,AT_RISK
INV004813,6,62.0,253.0,82203,AT_RISK
INV004014,9,61.9,182.0,90606,AT_RISK
INV002654,8,61.9,115.0,97131,AT_RISK
INV001551,6,61.8,131.0,18205,AT_RISK
INV000164,6,61.8,208.0,25253,AT_RISK
INV000180,6,61.8,229.0,15924,AT_RISK
INV004266,7,61.8,101.0,35786,AT_RISK
INV003257,6,61.8,139.0,145848,AT_RISK
INV003723,6,61.8,124.0,39630,AT_RISK
INV001117,8,61.7,137.0,53882,AT_RISK
INV002216,8,61.7,172.0,122472,AT_RISK
INV001802,7,61.7,151.0,99376,AT_RISK
INV002568,8,61.6,144.0,138384,AT_RISK
INV002826,6,61.6,91.0,16841,AT_RISK
INV002290,6,61.6,112.0,49049,AT_RISK
INV004450,6,61.6,153.0,134333,AT_RISK
INV004361,8,61.6,124.0,23906,AT_RISK
INV004125,9,61.6,142.0,109430,AT_RISK
INV004484,6,61.6,182.0,55149,AT_RISK
INV002722,6,61.4,178.0,36876,AT_RISK
INV004753,6,61.4,87.0,55874,AT_RISK
INV003913,8,61.4,136.0,52158,AT_RISK
INV003432,7,61.3,97.0,63809,AT_RISK
INV000854,9,61.2,170.0,149355,AT_RISK
INV003221,7,61.2,99.0,188581,AT_RISK
INV003271,7,61.2,157.0,38769,AT_RISK
INV002368,7,61.2,215.0,36706,AT_RISK
INV004755,7,61.2,181.0,46605,AT_RISK
INV004239,8,61.1,130.0,78887,AT_RISK
INV000163,8,61.0,80.0,58271,AT_RISK
INV003242,7,61.0,159.0,60420,AT_RISK
INV004411,6,61.0,111.0,72503,AT_RISK
INV003509,9,60.9,149.0,91824,AT_RISK
INV003215,7,60.8,105.0,30900,AT_RISK
INV000986,7,60.8,182.0,166388,AT_RISK
INV000441,6,60.8,151.0,45638,AT_RISK
INV000029,7,60.7,96.0,90012,AT_RISK
INV001605,8,60.6,136.0,161888,AT_RISK
INV001234,8,60.6,119.0,91103,AT_RISK
INV000939,8,60.6,154.0,69507,AT_RISK
INV002939,7,60.5,127.0,52116,AT_RISK
INV003457,7,60.5,117.0,75273,AT_RISK
INV003654,7,60.5,124.0,112702,AT_RISK
INV003708,7,60.5,104.0,27823,AT_RISK
INV004319,9,60.5,275.0,118001,AT_RISK
INV001140,6,60.4,125.0,39628,AT_RISK
INV002151,9,60.4,201.0,185290,AT_RISK
INV001937,8,60.4,253.0,52043,AT_RISK
INV001001,8,60.3,137.0,67731,AT_RISK
INV001950,7,60.2,134.0,88383,AT_RISK
INV002127,6,60.2,113.0,66425,AT_RISK
INV001355,6,60.2,187.0,41992,AT_RISK
INV001662,6,60.2,147.0,67445,AT_RISK
INV003862,7,60.2,184.0,64749,AT_RISK
INV001217,8,60.1,205.0,99061,AT_RISK
INV003273,8,60.1,134.0,195095,AT_RISK
INV004531,8,60.0,159.0,185354,AT_RISK
INV002369,6,60.0,136.0,142348,AT_RISK
INV004153,8,60.0,125.0,147218,AT_RISK
INV002319,7,60.0,123.0,77278,AT_RISK
INV001806,8,60.0,209.0,98260,AT_RISK
INV000768,8,60.0,124.0,81075,AT_RISK
INV001656,8,59.9,246.0,78037,AT_RISK
INV002804,8,59.9,209.0,50641,AT_RISK
INV000228,9,59.8,188.0,239176,AT_RISK
INV003214,6,59.8,170.0,58100,AT_RISK
INV004924,9,59.8,116.0,166708,AT_RISK
INV001458,7,59.8,101.0,78518,AT_RISK
INV002808,7,59.7,120.0,114782,AT_RISK
INV000123,7,59.7,142.0,113633,AT_RISK
INV000778,8,59.7,182.0,99237,AT_RISK
INV004602,9,59.6,242.0,105254,AT_RISK
INV000260,8,59.6,206.0,139633,AT_RISK
INV000893,7,59.5,147.0,93208,AT_RISK
INV001064,9,59.5,160.0,151648,AT_RISK
INV003146,9,59.5,283.0,116340,AT_RISK
INV003360,8,59.4,163.0,66401,AT_RISK
INV003372,6,59.4,118.0,31020,AT_RISK
INV003459,6,59.4,113.0,42636,AT_RISK
INV000776,8,59.4,116.0,40424,AT_RISK
INV000877,6,59.4,159.0,116062,AT_RISK
INV003301,9,59.4,113.0,183141,AT_RISK
INV002793,7,59.3,125.0,73091,AT_RISK
INV000371,8,59.3,147.0,71985,AT_RISK
INV004372,6,59.2,155.0,63764,AT_RISK
INV003627,7,59.2,152.0,16009,AT_RISK
INV001924,7,59.2,119.0,95896,AT_RISK
INV000907,6,59.2,139.0,26520,AT_RISK
INV000529,6,59.2,110.0,23027,AT_RISK
INV000589,9,59.1,90.0,69345,AT_RISK
INV004594,8,59.1,122.0,84370,AT_RISK
INV002401,8,59.1,125.0,30941,AT_RISK
INV002704,8,59.1,139.0,75458,AT_RISK
INV004956,8,59.1,155.0,51297,AT_RISK
INV003491,9,59.1,119.0,58181,AT_RISK
INV001235,9,59.0,161.0,125966,AT_RISK
INV003406,8,59.0,251.0,104922,AT_RISK
INV001803,6,59.0,127.0,29638,AT_RISK
INV003734,8,59.0,290.0,69855,AT_RISK
INV001680,9,58.9,200.0,47015,AT_RISK
INV001866,6,58.8,117.0,52342,AT_RISK
INV001927,6,58.8,91.0,42729,AT_RISK
INV001951,7,58.8,124.0,39840,AT_RISK
INV004099,6,58.8,174.0,82312,AT_RISK
INV004635,7,58.7,142.0,85919,AT_RISK
INV004477,8,58.7,180.0,32359,AT_RISK
INV000023,8,58.6,115.0,202529,AT_RISK
INV003528,9,58.6,186.0,143222,AT_RISK
INV002157,7,58.5,142.0,66010,AT_RISK
INV002737,8,58.4,104.0,102279,AT_RISK
INV002162,9,58.4,198.0,176674,AT_RISK
INV000827,8,58.3,122.0,46159,AT_RISK
INV000929,7,58.2,116.0,150139,AT_RISK
INV002994,7,58.2,142.0,109553,AT_RISK
INV003003,9,58.2,100.0,43344,AT_RISK
INV000403,6,58.2,90.0,74178,AT_RISK
INV004199,6,58.2,138.0,107979,AT_RISK
INV003187,9,58.2,244.0,51008,AT_RISK
INV004098,6,58.2,87.0,62582,AT_RISK
INV001599,6,58.2,133.0,52681,AT_RISK
INV001823,8,58.1,172.0,30886,AT_RISK
INV001116,9,58.1,194.0,74728,AT_RISK
INV001202,8,58.0,103.0,54919,AT_RISK
INV000194,7,58.0,109.0,61857,AT_RISK
INV000718,7,57.8,118.0,52719,AT_RISK
INV003063,7,57.8,112.0,27315,AT_RISK
INV000445,9,57.8,129.0,52898,AT_RISK
INV003851,7,57.8,121.0,110621,AT_RISK
INV002343,9,57.8,115.0,97388,AT_RISK
INV000173,7,57.7,165.0,78387,AT_RISK
INV003036,8,57.7,138.0,134774,AT_RISK
INV004983,7,57.7,128.0,172616,AT_RISK
INV002230,8,57.6,171.0,170960,AT_RISK
INV001777,9,57.6,156.0,115340,AT_RISK
INV001160,8,57.6,99.0,45043,AT_RISK
INV003075,8,57.4,128.0,169132,AT_RISK
INV003780,8,57.4,135.0,76001,AT_RISK
INV004776,9,57.4,145.0,81198,AT_RISK
INV003407,8,57.4,146.0,51571,AT_RISK
INV002415,8,57.4,110.0,96841,AT_RISK
INV001387,9,57.2,130.0,111470,AT_RISK
INV003219,6,57.2,86.0,111640,AT_RISK
INV001442,9,57.1,238.0,67217,AT_RISK
INV001631,6,57.0,101.0,9317,AT_RISK
INV002329,7,57.0,183.0,94661,AT_RISK
INV001137,7,57.0,120.0,35691,AT_RISK
INV000012,8,57.0,132.0,40139,AT_RISK
INV000105,8,57.0,87.0,86911,AT_RISK
INV004306,7,57.0,118.0,74056,AT_RISK
INV003140,8,57.0,125.0,47273,AT_RISK
INV004391,6,57.0,96.0,48086,AT_RISK
INV001516,6,56.8,85.0,106727,AT_RISK
INV001532,7,56.8,101.0,82757,AT_RISK
INV004715,7,56.8,169.0,95968,AT_RISK
INV001737,7,56.8,191.0,103141,AT_RISK
INV003308,9,56.8,141.0,133172,AT_RISK
INV000467,10,56.7,272.0,65408,AT_RISK
INV002838,8,56.7,116.0,85390,AT_RISK
INV003403,6,56.6,116.0,50522,AT_RISK
INV001585,6,56.6,182.0,61091,AT_RISK
INV003391,6,56.6,193.0,75689,AT_RISK
INV004063,8,56.6,167.0,82106,AT_RISK
INV001993,6,56.6,147.0,42253,AT_RISK
INV003478,9,56.6,195.0,135853,AT_RISK
INV000191,7,56.5,161.0,68656,AT_RISK
INV003374,7,56.5,128.0,49043,AT_RISK
INV002471,6,56.4,98.0,65355,AT_RISK
INV003178,6,56.4,84.0,39480,AT_RISK
INV000690,8,56.3,134.0,169171,AT_RISK
INV003945,7,56.3,175.0,109342,AT_RISK
INV003179,9,56.2,151.0,64309,AT_RISK
INV002794,7,56.2,111.0,62084,AT_RISK
INV001841,6,56.2,129.0,48729,AT_RISK
INV001383,8,56.1,117.0,80080,AT_RISK
INV000183,9,56.1,216.0,86040,AT_RISK
INV003748,8,56.1,182.0,41447,AT_RISK
INV002575,9,56.1,128.0,155419,AT_RISK
INV002360,9,56.1,129.0,147868,AT_RISK
INV004868,8,56.0,226.0,125207,AT_RISK
INV001654,7,56.0,137.0,108816,AT_RISK
INV003979,8,56.0,123.0,25613,AT_RISK
INV001597,7,56.0,165.0,99091,AT_RISK
INV004607,8,56.0,214.0,50699,AT_RISK
INV003475,9,56.0,155.0,75542,AT_RISK
INV000131,7,56.0,123.0,102201,AT_RISK
INV001053,8,55.9,116.0,46140,AT_RISK
INV001804,8,55.9,126.0,97734,AT_RISK
INV004891,8,55.9,128.0,122650,AT_RISK
INV004094,6,55.8,167.0,67103,AT_RISK
INV000547,6,55.8,140.0,37135,AT_RISK
INV000280,9,55.8,191.0,145194,AT_RISK
INV004106,6,55.8,151.0,127689,AT_RISK
INV000615,7,55.8,139.0,29577,AT_RISK
INV002025,7,55.8,92.0,52531,AT_RISK
INV002171,7,55.8,150.0,55736,AT_RISK
INV004243,8,55.7,131.0,88380,AT_RISK
INV002572,8,55.7,108.0,126760,AT_RISK
INV001564,8,55.7,157.0,74288,AT_RISK
INV000395,7,55.7,119.0,23004,AT_RISK
INV000843,6,55.6,102.0,49484,AT_RISK
INV002409,8,55.6,125.0,88823,AT_RISK
INV003158,9,55.6,138.0,95466,AT_RISK
INV001757,8,55.6,121.0,16121,AT_RISK
INV000093,7,55.5,91.0,141515,AT_RISK
INV000822,7,55.5,141.0,68933,AT_RISK
INV002942,9,55.5,180.0,85118,AT_RISK
INV002400,9,55.4,141.0,37008,AT_RISK
INV002361,6,55.4,198.0,123135,AT_RISK
INV001979,6,55.4,100.0,78262,AT_RISK
INV003398,8,55.4,140.0,47267,AT_RISK
INV002697,7,55.3,199.0,61207,AT_RISK
INV001102,7,55.3,87.0,87539,AT_RISK
INV000013,7,55.3,104.0,75613,AT_RISK
INV002767,7,55.3,145.0,54936,AT_RISK
INV001653,6,55.2,94.0,76639,AT_RISK
INV003892,10,55.2,114.0,134271,AT_RISK
INV004112,6,55.2,112.0,39234,AT_RISK
INV003139,7,55.2,133.0,79357,AT_RISK
INV004504,8,55.1,247.0,132537,AT_RISK
INV000789,8,55.1,225.0,110683,AT_RISK
INV003906,10,55.1,115.0,110358,AT_RISK
INV003189,9,55.1,198.0,34519,AT_RISK
INV001858,8,55.1,261.0,111198,AT_RISK
INV004973,9,55.0,99.0,90235,AT_RISK
INV000546,9,55.0,154.0,92002,AT_RISK
INV000524,7,55.0,91.0,118571,AT_RISK
INV001485,9,55.0,150.0,113230,AT_RISK
INV001871,7,55.0,101.0,104709,AT_RISK
INV004608,8,55.0,96.0,54558,AT_RISK
INV002033,7,55.0,123.0,43182,AT_RISK
INV004533,7,55.0,118.0,125539,AT_RISK
INV000894,6,55.0,105.0,36994,AT_RISK
INV004116,10,54.9,117.0,71428,AT_RISK
INV004642,6,54.8,232.0,80404,AT_RISK
INV000512,9,54.8,112.0,73426,AT_RISK
INV000641,6,54.8,126.0,92825,AT_RISK
INV003952,7,54.7,95.0,105758,AT_RISK
INV001971,8,54.7,87.0,96207,AT_RISK
INV003015,7,54.7,91.0,114153,AT_RISK
INV004901,6,54.6,96.0,148100,AT_RISK
INV004574,8,54.6,116.0,74831,AT_RISK
INV001308,9,54.6,147.0,145248,AT_RISK
INV004737,10,54.6,120.0,96021,AT_RISK
INV000372,7,54.5,121.0,89873,AT_RISK
INV001603,7,54.5,93.0,64051,AT_RISK
INV004521,7,54.5,76.0,106363,AT_RISK
INV003070,9,54.5,132.0,116790,AT_RISK
INV000097,7,54.5,183.0,155107,AT_RISK
INV000683,9,54.5,137.0,47678,AT_RISK
INV000356,6,54.4,157.0,72865,AT_RISK
INV000341,8,54.4,191.0,76460,AT_RISK
INV003586,8,54.3,113.0,138874,AT_RISK
INV004638,7,54.3,110.0,62637,AT_RISK
INV001504,9,54.2,134.0,131804,AT_RISK
INV001811,9,54.2,196.0,234390,AT_RISK
INV004621,9,54.2,203.0,102050,AT_RISK
INV002179,8,54.1,171.0,77276,AT_RISK
INV001051,8,54.1,139.0,57451,AT_RISK
INV004848,9,54.1,166.0,116418,AT_RISK
INV000359,9,54.1,197.0,93451,AT_RISK
INV000631,6,54.0,145.0,45319,AT_RISK
INV000901,6,54.0,95.0,36100,AT_RISK
INV004528,7,54.0,149.0,138706,AT_RISK
INV003351,6,54.0,86.0,104400,AT_RISK
INV004414,8,53.9,176.0,102062,AT_RISK
INV004459,7,53.8,141.0,73438,AT_RISK
INV003277,8,53.7,192.0,81268,AT_RISK
INV004798,7,53.7,106.0,63589,AT_RISK
INV004241,10,53.7,117.0,103788,AT_RISK
INV002459,8,53.7,161.0,40242,AT_RISK
INV000388,9,53.6,119.0,109420,AT_RISK
INV000262,8,53.6,122.0,47209,AT_RISK
INV003669,7,53.5,98.0,90038,AT_RISK
INV000642,9,53.5,139.0,109817,AT_RISK
INV001060,9,53.4,89.0,113690,AT_RISK
INV000265,10,53.4,140.0,203433,AT_RISK
INV001195,8,53.4,167.0,127687,AT_RISK
INV004267,7,53.3,109.0,70239,AT_RISK
INV002921,7,53.3,121.0,150805,AT_RISK
INV002850,7,53.2,166.0,60216,AT_RISK
INV003642,7,53.2,217.0,114117,AT_RISK
INV002282,6,53.2,102.0,90468,AT_RISK
INV002666,7,53.2,100.0,50807,AT_RISK
INV004555,8,53.1,151.0,111824,AT_RISK
INV003005,8,53.1,107.0,92598,AT_RISK
INV001616,9,53.0,117.0,153361,AT_RISK
INV000942,7,53.0,92.0,138493,AT_RISK
INV000751,9,53.0,193.0,42163,AT_RISK
INV002413,8,53.0,189.0,63974,AT_RISK
INV002822,7,53.0,108.0,79723,AT_RISK
INV002496,6,53.0,156.0,28341,AT_RISK
INV004282,8,52.9,105.0,64136,AT_RISK
INV002744,10,52.9,139.0,64967,AT_RISK
INV003534,8,52.7,160.0,53508,AT_RISK
INV002847,10,52.7,129.0,54971,AT_RISK
INV003375,8,52.7,158.0,135524,AT_RISK
INV003938,7,52.5,110.0,53978,AT_RISK
INV001739,9,52.5,96.0,113721,AT_RISK
INV002367,7,52.5,134.0,52309,AT_RISK
INV004974,8,52.4,102.0,87162,AT_RISK
INV000556,8,52.4,156.0,126416,AT_RISK
INV000634,9,52.2,147.0,98595,AT_RISK
INV002591,6,52.2,139.0,29695,AT_RISK
INV004348,6,52.2,120.0,151261,AT_RISK
INV002349,6,52.2,75.0,31786,AT_RISK
INV000698,9,52.2,219.0,77848,AT_RISK
INV000428,8,52.1,164.0,54350,AT_RISK
INV000309,8,52.0,157.0,63146,AT_RISK
INV000148,9,52.0,168.0,90012,AT_RISK
INV003630,7,52.0,96.0,32857,AT_RISK
INV004023,10,52.0,93.0,135403,AT_RISK
INV003761,8,51.9,150.0,29681,AT_RISK
INV001709,6,51.8,84.0,50259,AT_RISK
INV002951,7,51.8,82.0,41135,AT_RISK
INV003740,7,51.8,172.0,122048,AT_RISK
INV000596,9,51.8,140.0,169915,AT_RISK
INV001514,7,51.8,72.0,150056,AT_RISK
INV001315,7,51.8,124.0,62854,AT_RISK
INV001208,7,51.8,107.0,68466,AT_RISK
INV002237,7,51.7,142.0,61264,AT_RISK
INV002083,10,51.7,193.0,142753,AT_RISK
INV001649,10,51.7,120.0,113458,AT_RISK
INV001628,8,51.7,139.0,111394,AT_RISK
INV003695,7,51.7,157.0,31236,AT_RISK
INV002733,8,51.6,150.0,56424,AT_RISK
INV002508,9,51.6,171.0,128547,AT_RISK
INV002598,9,51.4,179.0,121198,AT_RISK
INV003431,6,51.4,152.0,65461,AT_RISK
INV002974,7,51.3,105.0,91467,AT_RISK
INV003581,8,51.3,95.0,39296,AT_RISK
INV003964,10,51.2,130.0,123334,AT_RISK
INV004611,7,51.2,217.0,141572,AT_RISK
INV001826,6,51.2,128.0,43001,AT_RISK
INV001299,9,51.2,121.0,67906,AT_RISK
INV000201,9,51.1,100.0,98278,AT_RISK
INV001061,9,51.1,141.0,99794,AT_RISK
INV003236,9,51.1,115.0,120464,AT_RISK
INV003681,9,51.0,101.0,26004,AT_RISK
INV003256,7,51.0,90.0,94745,AT_RISK
INV004917,7,51.0,77.0,108261,AT_RISK
INV003530,6,51.0,101.0,78084,AT_RISK
INV001219,8,50.9,118.0,90473,AT_RISK
INV003091,9,50.9,199.0,35993,AT_RISK
INV004843,8,50.9,153.0,74856,AT_RISK
INV001295,9,50.8,165.0,66843,AT_RISK
INV000527,6,50.8,116.0,115570,AT_RISK
INV003771,10,50.8,130.0,111757,AT_RISK
INV001886,9,50.8,129.0,73898,AT_RISK
INV002199,7,50.8,94.0,22813,AT_RISK
INV002389,10,50.8,126.0,37401,AT_RISK
INV004427,11,50.8,125.0,121193,AT_RISK
INV003812,7,50.8,174.0,52802,AT_RISK
INV000573,7,50.8,154.0,114632,AT_RISK
INV000331,8,50.7,163.0,124378,AT_RISK
INV003722,7,50.7,135.0,192710,AT_RISK
INV004472,7,50.7,156.0,33126,AT_RISK
INV004630,9,50.6,95.0,110756,AT_RISK
INV001728,8,50.6,131.0,142998,AT_RISK
INV004643,6,50.6,101.0,119017,AT_RISK
INV003738,6,50.6,117.0,21307,AT_RISK
INV001361,7,50.5,103.0,99669,AT_RISK
INV001314,10,50.4,130.0,196028,AT_RISK
INV001526,6,50.4,134.0,45632,AT_RISK
